,Date,Company,Industry,Revenue,Expenses,Profit,Assets,Liabilities,Equity,MarketCap,Dividends,EarningsPerShare,PriceEarningsRatio,Beta,Volatility,DebtToEquityRatio
26,2020-01-27,A,Technology,973777,323567,13770,4722747,228218,3836778,81400766,44312,6.7651128409171655,21.668848726010815,1.0749752966716408,0.49663432653948486,1.85829655716561
27,2020-01-28,A,Healthcare,294938,347861,37989,7339254,34346,7447197,91011049,15569,-1.790945873751772,42.22404217552687,2.131337672617677,0.1781413247612248,1.6884637849798096
28,2020-01-29,D,Technology,507125,392992,36663,5944538,542213,6379972,82310160,14974,6.047536568293779,13.50484621601164,1.944697789989843,0.29473938176873216,1.6309261359368865
29,2020-01-30,C,Technology,85347,16860,39557,460596,376993,1408548,37543977,20788,9.024287081164385,5.929310857193572,2.2535915383474934,0.4540316367124148,1.3029878554932321
30,2020-01-31,D,Technology,950208,23800,63112,6731616,302795,7893417,33479337,7768,3.393911226998254,7.956044246676014,2.244589136028339,0.4230466998512135,0.8214926697118745
31,2020-02-01,C,Technology,431227,115872,70339,9637208,162810,5692723,49047059,45880,-3.674595616594692,19.404592721023167,0.9358851233797401,0.33431448141388037,1.448781111539865
32,2020-02-02,C,Finance,807350,317061,65230,5901388,388783,7828294,66071446,29204,3.7129424272872384,6.733895897480549,1.2672721566804033,0.373982897010142,0.2627528923513808
33,2020-02-03,D,Technology,500552,498643,93648,9513963,134321,5825011,56562877,1183,2.4785167770926275,37.05643063224957,2.2866492340938347,0.3921985040855829,1.6429554854699273
34,2020-02-04,B,Technology,824838,236700,18296,1253302,431954,7573506,33587876,9569,-8.649516599127642,13.177695622038739,1.0771145904154296,0.23442640767727857,1.4418660059939985
35,2020-02-05,C,Healthcare,90566,185792,87336,9021875,147414,6298924,8180004,12612,-2.6929779187130087,19.462163339920686,1.2000048992228558,0.16813971500963468,1.9485808132839786
36,2020-02-06,D,Technology,918433,48231,29427,1148349,240406,9674913,46236639,21402,-1.2722637285819083,17.63926767835509,2.4784483323828344,0.31417446289581336,1.4546600670585224
37,2020-02-07,C,Technology,932970,128227,88395,1770277,378264,8590354,4317238,30828,7.299798106595944,33.44355679724026,1.9091286885879384,0.24142890382904675,0.4131373967593359
38,2020-02-08,D,Technology,59230,218577,8915,6682403,964807,8262935,19967098,40639,6.261964350291606,30.734400371192297,1.3505219239658734,0.18428757042865473,0.8797309103995227
39,2020-02-09,C,Technology,696313,424687,37795,7243777,936564,2592869,26958155,36758,2.9233623047332635,7.61696858686474,2.397368864183786,0.3593449458777941,1.524516854496863
40,2020-02-10,C,Healthcare,337367,138929,61213,4481304,49946,4603100,36905608,32118,-8.146246043835625,5.154881543054094,2.320400101906747,0.15784323840066009,1.766489415204437
41,2020-02-11,A,Finance,536085,356658,87513,1141920,157143,5911665,10304769,16579,3.288700197512197,32.664872128781155,2.1186973508790756,0.10772142387368344,1.3658973083936916
42,2020-02-12,A,Healthcare,338437,10647,92958,1754826,102939,3298288,61113048,49743,3.768426125767803,17.764897009351753,1.4909820877904907,0.23717227349145503,0.12717432670709006
43,2020-02-13,B,Finance,693237,100437,45349,8732872,867629,3096060,47373963,2681,-3.315367371253255,8.439305273433844,1.9098734748572161,0.37928926749076114,1.7327887371456117
44,2020-02-14,A,Healthcare,82560,458041,80466,5670963,290921,2092454,79493493,32939,-9.666690711175352,15.567690657130719,1.7984042134447507,0.40050739422393544,1.3082121055049745
45,2020-02-15,A,Finance,678025,121279,68398,2659224,348651,9642180,99710982,26315,8.832558626823463,35.301225818868,1.7311136606816353,0.4559700456619116,0.1648716462983205
46,2020-02-16,A,Technology,180487,273685,11004,9503821,855292,9851580,75646740,6272,-0.6576050150798967,48.65239428882739,1.1338420547005061,0.20240147482162862,1.902719978064145
47,2020-02-17,B,Finance,630084,454861,38937,9038527,40119,3043826,62571030,28531,8.814126958930814,43.09759728825127,2.4450647105555476,0.3903697398704041,1.6268883564149101
48,2020-02-18,C,Healthcare,405019,433976,88114,8798778,575023,6511854,33829495,24459,1.058062161456526,25.86144993006713,1.6100641234033626,0.20236852813155665,1.7543374240847756
49,2020-02-19,B,Technology,296036,432904,21608,1532628,19493,4366752,98864843,37707,-1.4409160474307505,21.649109485403443,1.7532533452414125,0.3709256919994768,0.6040290800671517
50,2020-02-20,B,Healthcare,459092,330883,67631,6460806,905675,4530312,71495660,16421,3.9806296760919686,37.415639462037376,1.3894890196504368,0.18199721354766096,1.7769014728978236
51,2020-02-21,A,Healthcare,889602,485528,-6285,4265026,249170,3066088,50905661,8360,-5.830748729024915,37.9442434792771,1.7406873291597225,0.3017004288464544,0.813667813036568
52,2020-02-22,B,Finance,401113,191838,54538,4981605,94179,1807949,84101104,7254,7.436626403257286,9.37000276386902,1.8068414610692827,0.40157667360012833,1.9828213510737902
53,2020-02-23,D,Finance,633125,454311,80819,5154930,129689,9423488,33194270,17445,-9.203103931600547,38.45224368111061,1.6277567329798461,0.14246232677824555,0.9852964389972947
54,2020-02-24,C,Healthcare,612185,414512,5609,155865,609301,8735651,93164955,40506,-7.78816614120773,38.70028756715323,1.870925617704657,0.30075777390513564,0.9478827333732042
55,2020-02-25,C,Technology,96748,430384,31820,9199585,516249,9118699,3164583,8042,6.309426859430264,30.093479609645286,1.4746577244200632,0.1973011388986679,1.137983492014869
56,2020-02-26,A,Finance,542661,281348,34537,7463191,200247,9142304,67999311,27169,6.668435618501178,22.627269600506295,0.5274733482402896,0.12776283051648998,1.7768207461921792
57,2020-02-27,C,Finance,117692,153334,52443,9235736,67332,689205,48171839,14672,1.2245047653500798,5.775195565614239,0.7587371485950425,0.2705494683401117,0.5673259360677819
58,2020-02-28,A,Healthcare,460103,264273,19390,9692486,676446,9024609,77656973,49894,6.9423588656568,13.171557579005938,1.8242960412458353,0.34193305172132243,1.7555397825930465
59,2020-02-29,B,Finance,256978,165551,-9843,7692677,125645,5020596,9768626,33645,-5.37622883839326,17.302613024289926,1.073538669231394,0.3400079833553471,1.8020109431019482
60,2020-03-01,D,Healthcare,943953,333830,-4839,2571886,677747,1460314,19690644,43317,-4.359108032410097,7.8159259262524525,2.233511396329704,0.4118243254820428,1.5107973529593584
61,2020-03-02,C,Technology,47760,438165,39191,4153415,368768,6386060,81016428,45664,-9.930399750508132,7.6056299765514,1.8585670874603388,0.07467802555688766,1.108961163578078
62,2020-03-03,C,Technology,234719,385167,8552,7438827,894539,7059459,89983011,23393,0.17973622383718535,16.881535172692335,1.6382744419248814,0.18073288360248208,0.3054587342480403
63,2020-03-04,C,Finance,507940,462847,32110,2567496,933114,6332133,75987436,40011,7.76428582836726,38.858042091518286,0.691072604504789,0.16756706416072287,0.6494943196653916
64,2020-03-05,D,Technology,408186,255881,20194,9600398,377597,400641,1130992,27387,5.2850026517041115,23.875303813271508,2.0500344683472207,0.14786014959530322,1.099194194074762
65,2020-03-06,D,Technology,60564,164845,91170,8277560,277669,4079503,87398133,48507,3.7035258579980894,24.855580638723016,2.305321220922263,0.1628101909696061,0.8604274055222406
66,2020-03-07,A,Finance,318111,94593,41534,9510566,232121,331565,86085866,43994,9.176160450796345,21.732273384638773,1.8984521067297775,0.14373303960608821,0.2806142006815966
67,2020-03-08,A,Finance,336305,193130,9776,4355782,176162,3772348,38122487,7254,-6.204985503039406,41.80884625628104,0.7938990570542284,0.43660960979566954,1.6709932996843766
68,2020-03-09,B,Technology,77470,201003,1521,918041,912860,9048828,90421892,13075,2.4055823509704037,40.29734133247141,1.0523660775440598,0.4237815112880126,0.8679851532736019
69,2020-03-10,B,Healthcare,214668,362624,95514,9606507,157406,2460322,77201849,23016,-8.908827606652403,29.042172034095685,0.9695884256222824,0.43234535569944404,1.9674513658102337
70,2020-03-11,A,Finance,110087,205631,64138,1492149,243599,5102981,9522351,49834,2.5282434997083847,41.37618697839491,0.7544518302994896,0.46228055614656455,1.3049564751101113
71,2020-03-12,D,Finance,949726,114605,81728,9653110,290120,1712205,43278629,18653,7.6014469752605685,8.110340301281145,2.123686800500126,0.27617451815429056,1.6662954566409152
72,2020-03-13,D,Finance,687027,221593,65287,7300754,220870,4455809,23248298,49629,-5.105193110580004,37.23037453121468,1.4853039078260377,0.19843418983113031,1.8379708189204726
73,2020-03-14,B,Technology,704856,65092,94990,8362989,740128,9621045,46323496,22092,-6.2203875466148695,37.91676681203434,1.6691963295649985,0.3389520918549018,0.8994911095363605
74,2020-03-15,C,Healthcare,587939,325540,-3494,3792610,262445,2693322,99558937,23772,4.384300645891074,23.56075528560907,1.3078967874871217,0.3029474904453998,1.766417424913281
75,2020-03-16,B,Healthcare,396198,39654,52319,4467669,170427,6347095,42055206,10433,-6.06846762516335,29.52508959819368,1.657646737130817,0.10276150903410625,1.2945954579518812
76,2020-03-17,D,Finance,89019,80875,83904,6927223,840327,5535554,15531073,36116,-4.193565223092028,38.82089397267842,1.9505631510649222,0.2725049781635576,1.6304622395777606
77,2020-03-18,B,Healthcare,210017,485750,22184,5506813,866725,7838797,31752194,31623,6.793077131539359,21.57674171516501,1.3084172139406847,0.13561361119081908,0.44764839111811505
78,2020-03-19,B,Healthcare,150513,156101,256,6853544,164738,5599997,5059134,49133,0.9387707375012724,40.71426876739386,0.8972332890815189,0.23200448223253867,1.2287945804317757
79,2020-03-20,A,Technology,287142,489481,91992,2826486,576938,2064666,4729368,20300,2.5139532672093665,33.448455981957636,0.6766016494394975,0.41733032953430355,1.0502836986945034
80,2020-03-21,C,Finance,650945,351752,27936,8528834,522663,4510729,93522314,22920,-9.776456529888833,35.7431920675578,1.11249851532945,0.07067366723257713,0.9917466405913999
81,2020-03-22,B,Technology,732868,140438,-5812,7696584,64070,2663503,91855587,38672,-3.1400022415328106,11.321654683592202,1.4217012111655964,0.2891876914884558,1.212086494625767
82,2020-03-23,C,Finance,593244,87129,39444,9228390,935740,4932699,83168491,20641,9.951431191076292,30.288032273005292,0.6184786058769303,0.4598423483346861,0.9113611654426322
83,2020-03-24,D,Finance,472892,193628,6393,1753626,774997,6301883,81838449,29716,0.7182427561198512,23.66276303743346,1.8723241522004948,0.19938126635226522,0.9115086939773205
84,2020-03-25,B,Finance,658881,403284,5631,6391853,363535,8532558,58434787,21290,1.0006849851117323,28.50890113505648,1.8992082085468442,0.46798981791854194,0.3063343850029301
85,2020-03-26,A,Technology,544726,294197,-5835,6208198,359831,4950442,71384846,39059,-2.7630231550643387,5.897669749029662,1.2570529927360659,0.2718550220412728,1.3226661885753863
86,2020-03-27,D,Finance,657428,302405,-745,5660162,751952,1272613,31508140,3553,9.776301308836707,5.771011549209514,1.6504011580068567,0.09125644920158048,0.3581889688572196
87,2020-03-28,C,Finance,813561,38428,1681,500074,761091,2647097,70648623,26212,8.124625753030479,37.81914881699328,2.443543109402144,0.10780427773319967,1.8915656864579626
88,2020-03-29,A,Finance,87279,482601,-4684,1811615,130933,3223184,74338390,2402,-4.1523492070904915,30.048047857143274,0.648153485540383,0.46344997801257887,0.2425187441787359
89,2020-03-30,A,Technology,859479,82649,59317,921710,77266,3181621,67289851,19238,7.79680207761843,41.57048148751384,2.3893570617668254,0.06601397588152189,1.968328329197781
90,2020-03-31,A,Healthcare,621486,86395,74203,1845278,474451,634760,94022002,3349,6.296207651051141,33.461964658700516,1.1712495854892602,0.07780249655729891,0.6837975159374587
91,2020-04-01,C,Technology,420751,14786,76896,6113928,723347,8808157,68574297,44912,-4.79109137209077,32.985585361169264,2.0160324440866457,0.11607772499100012,1.2271346927956521
92,2020-04-02,D,Healthcare,991829,427214,-9061,224287,394689,116196,63341967,16859,4.223032324689589,8.507019629485814,1.7298560030683654,0.1904287250442181,0.5580744223982059
93,2020-04-03,B,Technology,322955,460177,98445,599174,105296,2413570,2935963,46902,-0.8887150217260071,36.750793076462486,1.2839776694180847,0.28289520648552413,1.7571172181739312
94,2020-04-04,A,Technology,325450,30878,91830,4213472,296082,3543097,52585647,45322,-6.126559044609772,43.367565869920256,0.7907776532430311,0.3076841604674745,0.6890035891675834
95,2020-04-05,B,Healthcare,854520,188498,54975,8405052,392238,8115639,39913475,21862,-8.951762876075119,6.9423011412518125,1.985371613211601,0.16050757044101016,1.3021637951352585
96,2020-04-06,D,Healthcare,412141,453704,54414,6278152,870022,6514113,47822738,2320,-3.9831131322970093,27.753302144513576,1.169112271251428,0.3836665367797817,1.805199729196449
97,2020-04-07,C,Finance,91408,404903,28895,2069621,21891,7813977,43814679,48451,5.353972556326701,27.134710641666715,0.9556170485047542,0.1411650510733767,1.7710493360782504
98,2020-04-08,D,Finance,801264,273919,-4556,8299999,322339,2519061,50862829,44176,-1.6045782300801399,35.21889133271971,1.2366823042272874,0.49194924987262123,0.33459376049092404
99,2020-04-09,D,Finance,989468,391295,49774,9830405,338381,9445481,79832527,13362,7.5715642392898275,45.57084492641849,1.0870225967914007,0.2120352730483559,1.1935868961888225
100,2020-04-10,A,Technology,312510,153767,50143,1695409,672240,3329665,37367164,37766,2.9722472429398934,32.459622420399484,0.6861052677078847,0.40880229111940897,0.5207197339849774
101,2020-04-11,C,Technology,957604,470028,50576,6905518,155674,6510549,94686473,43076,-1.9308595114063465,20.229899220987093,1.40313225039479,0.45195796450159464,1.019753641920623
102,2020-04-12,C,Finance,80551,7474,49398,1671606,560752,7692156,32348674,28398,7.709266752260785,9.22155851456204,0.6450252204084255,0.41918328982117936,1.4656759503412429
103,2020-04-13,C,Finance,683762,86029,93520,4503891,547066,5988042,82476909,6678,3.3717532560648618,25.877293463091092,1.689933538153739,0.21523911407005053,0.5816408044323406
104,2020-04-14,B,Healthcare,77517,339755,55429,8842218,458048,66086,52093250,27026,3.567911066605573,27.287158208281802,0.8940450665379547,0.2437362457074579,1.048822891542445
105,2020-04-15,C,Healthcare,951384,126468,99617,556124,917828,1432886,23068524,11547,-4.36688807033875,29.258117527627675,1.3726644940966009,0.48732661530212185,1.8987121032852774
106,2020-04-16,A,Healthcare,103394,126187,1449,6214002,368637,8480169,21870465,12641,4.179382441187258,11.58355092011279,1.3623999849308934,0.3109581949550112,0.6855417969909217
107,2020-04-17,B,Healthcare,852503,260728,28571,1638852,496514,2313030,22514125,25758,5.244974755393155,27.816014845811672,0.8334142861386047,0.20506476787099776,1.578660202641139
108,2020-04-18,B,Finance,281060,401278,2361,8020792,646770,9314332,87571180,20143,-1.5796022666947973,43.74278246389832,2.3908505238631745,0.2911686640889093,1.6151392971273508
109,2020-04-19,D,Finance,992572,80199,4924,2103922,211359,5704422,16663611,44010,1.5843326426844264,10.29024448599727,0.8015110923423139,0.4938515233372356,1.37496083463849
110,2020-04-20,D,Finance,567880,311689,47612,9765256,798325,6525827,77375141,39852,-5.79189817763061,34.408587421033275,1.7584145321903493,0.09866472538031004,0.6138682949345421
111,2020-04-21,B,Technology,297619,199861,39623,8100599,414874,2490903,64838469,22333,3.725787362014847,38.73979653333168,0.7430000329122213,0.3068078537562194,1.3122327912580865
112,2020-04-22,C,Finance,144823,305579,6012,5217134,885113,6782629,66176734,7723,-6.982128499084885,42.33832147838031,0.568726310815896,0.08316154718033605,1.777393426857029
113,2020-04-23,A,Technology,310258,326775,54918,1383183,906491,9723236,46561410,21582,-1.750943733976019,33.56427389018556,1.8688649086892861,0.09585444244809191,0.5458866481244793
114,2020-04-24,D,Technology,177288,217244,53792,4694287,355883,2070406,54569389,37853,-4.2235811676240935,41.86027026377562,0.632565914579795,0.3069140635565782,1.1285049525935102
115,2020-04-25,D,Healthcare,117162,155320,-6843,6018894,82884,2265958,10008211,7494,-0.5004903623435553,38.00334617880293,2.306158152174686,0.1550598810487131,1.075753073042897
116,2020-04-26,B,Finance,912391,231579,-6960,9882333,595259,2557322,71517324,33234,3.3180110702353556,5.217873955329963,1.257379976863775,0.21380772549772886,1.9130151279951173
117,2020-04-27,C,Healthcare,996990,246688,74599,2112917,389437,3032689,66056657,17930,-7.164069601148679,18.361090076028816,2.297088509301367,0.22318984088754745,0.2892053566937056
118,2020-04-28,C,Finance,590550,467257,62331,9164797,617740,613843,15879762,33328,-9.073483541733246,13.950923251308575,1.3196958979530087,0.4052880648737248,0.8156698674214825
119,2020-04-29,A,Healthcare,929528,344026,45627,9597302,970866,2835060,62404635,34305,5.798235201508328,34.296852105664584,2.2166623615776,0.07488977035999264,0.2987960938403268
120,2020-04-30,D,Healthcare,702667,436348,33020,1882051,588357,4085794,10701358,32222,-8.508252359507225,30.802777906603204,0.6829030285897493,0.39747950351264816,1.4333454116370787
121,2020-05-01,C,Healthcare,963557,226834,5262,6284649,442129,5163048,53015653,5586,9.768955825440507,11.825279411659297,2.2670470112641703,0.4531873573709039,0.7263960553060549
122,2020-05-02,D,Healthcare,701793,55291,38332,5113502,595402,209455,49079659,5970,7.10409732555944,6.7672563016996445,0.879962182265841,0.3043259670783228,1.984361995050307
123,2020-05-03,C,Finance,644371,154082,74531,1834825,746370,7198565,55512836,35765,6.106648270433645,42.159394928900554,2.2088714699548913,0.2229909030714926,1.7383515188395537
124,2020-05-04,A,Finance,732519,223257,90168,4544644,460586,1879847,11786360,30259,-7.62188443777845,33.19963678758977,1.562137215610567,0.4283402820757911,0.9352970382259223
125,2020-05-05,B,Technology,713626,231078,1404,764631,909860,4595190,74786459,19080,-2.6215928663114463,11.521541086863614,2.1672113291211375,0.46906230421770073,0.1942471034354084
126,2020-05-06,A,Healthcare,170163,93805,-936,7347098,938771,4579212,16584894,28994,2.1227770956142855,20.395851338682377,0.7101245804279241,0.33409222975109965,0.3907239702644232
127,2020-05-07,D,Healthcare,678133,431867,40995,900793,317794,3659930,2788452,33095,3.5974436309564517,36.20539742327639,1.420672619602106,0.4647788287535509,0.7507625879322797
128,2020-05-08,D,Technology,692124,231530,-9394,2437776,298136,538405,15733860,6753,9.798296493992439,42.8498487643502,1.8583876964650596,0.38917299910258635,0.3839198816463565
129,2020-05-09,D,Technology,718210,148559,21104,1730519,524597,8587333,99204851,49145,9.939651359556319,46.23414185882254,2.126165928860123,0.4686995471660822,1.5058521911613774
130,2020-05-10,B,Healthcare,219549,461122,7716,1801825,377958,6067177,38659349,17683,6.100890544295712,43.21294632295381,0.8962171428902468,0.4656688029685492,1.7609882170384847
131,2020-05-11,A,Technology,580224,57685,-8939,6373117,889980,6392168,42648591,31391,-6.730421879088513,30.70167063620644,1.2113217353661392,0.1000280027991051,0.6233617359267967
132,2020-05-12,D,Finance,167352,174709,76512,4545975,222132,9022913,1535906,7491,6.209155516643033,8.152926328656546,1.4445204824832367,0.3874076043863864,1.1299878294617507
133,2020-05-13,D,Technology,513047,10413,9102,4007901,819258,3037244,78452860,17626,-2.488730205232934,27.19194435234998,1.131307961216756,0.3570255766565453,1.9240359020159
134,2020-05-14,A,Healthcare,629753,403460,90629,7979492,932621,6095894,69832029,13659,-0.1339080320073922,11.451782235366277,2.169666719688329,0.3464413443230801,1.4338101944881783
135,2020-05-15,B,Finance,357414,442214,59142,5698215,687908,7958973,46679435,39443,9.273821084367562,34.141312463081064,2.4990396482641293,0.37913768101958484,1.277884355972161
136,2020-05-16,A,Finance,829921,90101,49043,3280315,39711,1508205,97632309,35977,-4.100417010642296,49.634362523251255,0.6969638624545427,0.13434221481441924,1.2499014150833985
137,2020-05-17,D,Technology,26155,408521,53534,4051099,817362,7293740,1058185,16401,0.30513266154205176,33.97304325976716,1.4908853671561462,0.26472188937354907,1.5465414753054163
138,2020-05-18,D,Finance,491350,181768,16636,8105991,236238,1138297,42571146,14595,2.811862916383184,15.312424716465411,1.6524722007648627,0.30447347134351793,1.431690703590185
139,2020-05-19,A,Technology,745495,468347,-4662,2191298,46554,1030798,34524616,20848,7.780919421742162,18.922739057884478,0.8993955725010847,0.3711902964152488,1.2748930990123342
140,2020-05-20,B,Healthcare,317201,21325,1813,5012209,334123,4039961,39094703,10437,-7.717580276642336,21.219420080433277,1.5353829866833828,0.48179438646724315,0.9592973738665046
141,2020-05-21,C,Technology,296191,225935,56627,9718382,271860,1086609,67895450,5321,4.661896524049949,28.81127212262234,1.6594882722441187,0.1880185439226708,1.3325771386312213
142,2020-05-22,B,Finance,650666,262345,48594,5469543,685621,5160052,62337312,31796,1.5982577292099371,45.3564967931321,1.1053973862172786,0.2729669000017723,1.621338749429342
143,2020-05-23,D,Finance,71297,175909,50254,8192448,737990,1150432,67035769,18388,1.5527040438427022,28.590090049352046,1.6731237884381647,0.28463414124319686,1.1924346607188674
144,2020-05-24,B,Finance,473612,374441,65951,8130590,774601,7304155,22438044,29308,4.93127626084773,10.092113964562293,1.5243160672825307,0.29243112604225635,1.1602307312549864
145,2020-05-25,A,Healthcare,659755,186022,23818,5601850,558707,4995188,85340212,33747,4.5288793183760205,36.82884240762303,0.6482651656864165,0.09812096177213214,0.5967766626665802
146,2020-05-26,C,Healthcare,208009,313025,-5598,9236245,661242,548780,30376799,1676,3.8276842265003133,45.001967136108455,1.1543941519894652,0.4499747384048376,0.5479906858102757
147,2020-05-27,C,Finance,992544,256596,93859,9293262,684107,9802007,33766247,43693,-9.637292779605154,28.16735288698913,1.8233619131872918,0.18780604304998932,1.7199029362034886
148,2020-05-28,A,Technology,64162,94800,-6271,6331342,474128,3292883,34973421,38047,-2.474614301451439,7.81264295983469,2.2390335164651174,0.47723564158291476,0.28778922119039874
149,2020-05-29,B,Technology,884368,234492,3201,5444130,735817,9862379,43735979,34000,-5.740863702115067,39.06219462241599,1.4783614144697945,0.2036548314759684,0.1931023807249984
150,2020-05-30,D,Technology,280977,20306,91119,6613845,364182,4661290,35666388,20055,-1.125006940817201,47.34698194208192,1.277207459586647,0.3619003496382533,0.40944003397171636
151,2020-05-31,C,Finance,327476,354048,23900,7444186,444032,1940561,29927196,36923,2.675647258096067,39.437651477897944,0.9157496641130245,0.06478907209110245,0.4019185343191469
152,2020-06-01,B,Healthcare,302376,367411,50305,6400873,502003,2690634,95775857,8856,-8.600873802864186,29.089431088214255,2.0639983997064686,0.06498710565996409,1.8791978278071884
153,2020-06-02,C,Technology,634302,419370,19584,5679397,137765,9763965,95077324,33439,1.654126863876833,8.156814699204006,0.585291231861663,0.11945987601240378,0.7420058088696135
154,2020-06-03,A,Finance,451205,293610,8696,5372969,333320,3816072,53085302,19592,-4.220387927355067,38.19159521823201,1.3121533202989306,0.1719940177486468,1.0754127317385782
155,2020-06-04,A,Finance,849538,257030,4397,3616976,588325,9846141,4212145,32599,1.1219521283112144,18.320018688574457,1.0051374974522245,0.27726532455304176,1.526841375077596
156,2020-06-05,B,Finance,878353,52829,49586,8001557,434204,4129312,88224340,9815,-5.1196987234731495,39.39398085871389,2.286392649223684,0.4888921896160451,0.8988211294739579
157,2020-06-06,C,Technology,748296,175052,50636,5194271,803462,6711303,65380890,37424,-3.4230903888496034,36.913473222866884,0.8138086746657966,0.42328485135673405,1.7307879157659753
158,2020-06-07,A,Healthcare,677869,50146,97237,3635095,755508,7238073,21457116,12459,-9.884414177278856,21.70317266879525,1.6236924782803346,0.09215078487859563,1.2432490190824794
159,2020-06-08,A,Technology,741448,148948,38971,4401230,22552,8228516,64753237,35226,-0.8413020626761192,28.941254221858117,1.8336319870338347,0.11573000427066968,1.8576835110399226
